student_id,name,age,gender,grade_level,subject_name,teacher_name,difficulty_level,hours_per_week,description,month,score,sleep_hours,study_hours,attendance_rate,internet_access,free_time_activity,parent_education,homework_completion_rate,extracurricular_activities,family_size,previous_gpa,school_transport,health_condition,tutoring,student_status,admission_year,city,country,scholarship_status,exam_attempts,final_exam_date,teacher_experience_years,school_branch,school_type,course_fee,payment_status,parent_income,device_used,feedback_rating
10,Julia Anderson,16,Female,Grade 10,Science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-11,78.4,7.3,2.6,92,Yes,TV/Social Media,Postgrad,93.0,Yes,4.0,2.04,Other,Chronic,No,Dropped,2021,Luxor,Egypt,No,3,2024-05-12,7,North,Private,3881,Overdue,17863,Laptop,2.1
10,Julia Anderson,16,Female,Grade 10,Science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-12,85.4,8.0,4.0,85,Yes,TV/Social Media,Postgrad,97.0,Yes,4.0,2.04,Other,Chronic,No,Dropped,2017,Alexandria,Egypt,Yes,1,2024-10-24,21,East,Private,3970,Pending,14561,Mobile,3.1
10,Julia Anderson,16,Female,Grade 10,English,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-09,82.4,5.2,3.7,95,Yes,TV/Social Media,Postgrad,100.0,Yes,4.0,2.04,Other,Chronic,No,Graduated,2022,Luxor,Egypt,Yes,1,2024-05-17,11,North,Private,7985,Paid,12447,Laptop,2.8
10,Julia Anderson,16,Female,Grade 10,English,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-10,87.4,4.0,4.2,77,Yes,TV/Social Media,Postgrad,95.0,Yes,4.0,2.04,Other,Chronic,No,Dropped,2019,Mansoura,Egypt,No,3,2024-07-03,24,South,Public,1947,Pending,16172,Laptop,2.8
10,Julia Anderson,16,Female,Grade 10,English,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-11,86.4,7.9,6.3,97,Yes,TV/Social Media,Postgrad,86.0,Yes,4.0,2.04,Other,Chronic,No,Active,2023,Luxor,Egypt,Yes,3,2024-06-11,1,South,Private,5760,Overdue,13878,Desktop,1.4
10,Julia Anderson,16,Female,Grade 10,English,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-12,95.4,4.8,3.5,88,Yes,TV/Social Media,Postgrad,100.0,Yes,4.0,2.04,Other,Chronic,No,Graduated,2019,Giza,Egypt,No,3,2024-08-02,11,East,Private,1066,Paid,14411,Mobile,3.9
10,Julia Anderson,16,Female,Grade 10,History,Ms. Layla,Medium,3,World and local history events,2023-09,80.4,6.4,4.4,88,Yes,TV/Social Media,Postgrad,86.0,Yes,4.0,2.04,Other,Chronic,No,Active,2023,Mansoura,Egypt,Yes,3,2024-10-04,23,North,Private,9828,Overdue,7448,Desktop,1.9
10,Julia Anderson,16,Female,Grade 10,History,Ms. Layla,Medium,3,World and local history events,2023-10,76.4,6.2,3.8,92,Yes,TV/Social Media,Postgrad,99.0,Yes,4.0,2.04,Other,Chronic,No,Active,2024,Alexandria,Egypt,No,1,2024-09-24,21,East,Private,9505,Overdue,4107,Mobile,1.8
10,Julia Anderson,16,Female,Grade 10,History,Ms. Layla,Medium,3,World and local history events,2023-11,82.4,6.4,6.5,89,Yes,TV/Social Media,Postgrad,95.0,Yes,4.0,2.04,Other,Chronic,No,Dropped,2018,Giza,Egypt,No,2,2024-12-24,4,East,Private,1564,Pending,9928,Laptop,2.7
10,Julia Anderson,16,Female,Grade 10,History,Ms. Layla,Medium,3,World and local history events,2023-12,97.4,7.2,4.0,79,Yes,TV/Social Media,Postgrad,95.0,Yes,4.0,2.04,Other,Chronic,No,Graduated,2023,Luxor,Egypt,No,1,2024-05-11,7,North,Public,4670,Overdue,17234,Desktop,1.9
10,Julia Anderson,16,Female,Grade 10,Arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-09,74.4,6.0,1.9,96,Yes,TV/Social Media,Postgrad,90.0,Yes,4.0,2.04,Other,Chronic,No,Dropped,2019,Mansoura,Egypt,No,2,2024-08-06,26,East,Private,3251,Paid,18310,Laptop,3.3
10,Julia Anderson,16,Female,Grade 10,Arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-10,89.4,5.7,4.3,96,Yes,TV/Social Media,Postgrad,100.0,Yes,4.0,2.04,Other,Chronic,No,Dropped,2024,Alexandria,Egypt,Yes,3,2024-10-25,15,South,Private,1804,Overdue,15528,Mobile,2.5
10,Julia Anderson,16,Female,Grade 10,Arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-11,81.4,5.8,4.5,99,Yes,TV/Social Media,Postgrad,69.0,Yes,4.0,2.04,Other,Chronic,No,Graduated,2023,Giza,Egypt,Yes,2,2024-07-10,18,West,Public,5631,Overdue,15313,Tablet,2.8
10,Julia Anderson,16,Female,Grade 10,Arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-12,95.4,5.0,5.9,81,Yes,TV/Social Media,Postgrad,97.0,Yes,4.0,2.04,Other,Chronic,No,Active,2017,Alexandria,Egypt,No,1,2024-08-16,12,West,Private,2235,Pending,3559,Desktop,3.1
11,Karim Hassan,17,Male,Grade 10,Math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-09,83.3,6.4,3.3,90,Yes,Drama,Postgrad,86.0,Yes,8.0,2.13,Private Car,Mild Illness,No,Active,2018,Luxor,Egypt,No,1,2024-06-27,17,East,Private,7720,Overdue,17167,Desktop,1.8
11,Karim Hassan,17,Male,Grade 10,Math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-10,85.3,4.8,2.9,105,Yes,Drama,Postgrad,89.0,Yes,8.0,2.13,Private Car,Mild Illness,No,Graduated,2023,Alexandria,Egypt,Yes,3,2024-06-03,1,North,Private,7906,Pending,17343,Laptop,1.6
11,Karim Hassan,17,Male,Grade 10,Math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-11,100.0,5.2,2.0,84,Yes,Drama,Postgrad,97.0,Yes,8.0,2.13,Private Car,Mild Illness,No,Active,2024,Cairo,Egypt,Yes,1,2024-05-20,11,North,Private,7016,Pending,7830,Laptop,4.5
11,Karim Hassan,17,Male,Grade 10,Math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-12,100.0,7.1,4.0,80,Yes,Drama,Postgrad,94.0,Yes,8.0,2.13,Private Car,Mild Illness,No,Graduated,2020,Giza,Egypt,Yes,3,2024-06-19,28,South,Private,4549,Paid,9523,Tablet,2.7
11,Karim Hassan,17,Male,Grade 10,Science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-09,72.3,4.6,3.1,83,Yes,Drama,Postgrad,79.0,Yes,8.0,2.13,Private Car,Mild Illness,No,Graduated,2016,Alexandria,Egypt,Yes,1,2024-08-10,1,North,Public,8938,Paid,19009,Desktop,2.6
11,Karim Hassan,17,Male,Grade 10,Science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-10,85.3,5.9,4.0,87,Yes,Drama,Postgrad,98.0,Yes,8.0,2.13,Private Car,Mild Illness,No,Dropped,2021,Luxor,Egypt,Yes,1,2024-12-02,15,North,Public,5141,Paid,17524,Mobile,1.1
11,Karim Hassan,17,Male,Grade 10,Science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-11,84.3,6.9,4.0,81,Yes,Drama,Postgrad,90.0,Yes,8.0,2.13,Private Car,Mild Illness,No,Graduated,2016,Luxor,Egypt,Yes,3,2024-09-15,28,South,Public,7966,Paid,15285,Mobile,3.0
11,Karim Hassan,17,Male,Grade 10,Science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-12,85.3,7.9,3.6,83,Yes,Drama,Postgrad,82.0,Yes,8.0,2.13,Private Car,Mild Illness,No,Dropped,2016,Alexandria,Egypt,No,2,2024-10-07,21,East,Private,6335,Pending,12973,Desktop,3.2
11,Karim Hassan,17,Male,Grade 10,English,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-09,96.3,7.0,3.6,82,Yes,Drama,Postgrad,89.0,Yes,8.0,2.13,Private Car,Mild Illness,No,Active,2015,Luxor,Egypt,Yes,1,2024-06-21,10,West,Public,6077,Overdue,5006,Desktop,3.2
11,Karim Hassan,17,Male,Grade 10,English,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-10,90.3,5.9,4.0,74,Yes,Drama,Postgrad,71.0,Yes,8.0,2.13,Private Car,Mild Illness,No,Active,2017,Mansoura,Egypt,Yes,2,2024-05-15,7,South,Private,6611,Paid,6302,Desktop,3.8
11,Karim Hassan,17,Male,Grade 10,English,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-11,100.0,6.9,2.6,94,Yes,Drama,Postgrad,100.0,Yes,8.0,2.13,Private Car,Mild Illness,No,Active,2020,Mansoura,Egypt,No,1,2024-12-15,2,East,Private,9089,Paid,19472,Tablet,1.7
11,Karim Hassan,17,Male,Grade 10,English,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-12,100.0,8.2,1.5,83,Yes,Drama,Postgrad,80.0,Yes,8.0,2.13,Private Car,Mild Illness,No,Active,2022,Mansoura,Egypt,Yes,1,2024-07-23,10,South,Private,3892,Paid,6611,Mobile,2.0
11,Karim Hassan,17,Male,Grade 10,History,Ms. Layla,Medium,3,World and local history events,2023-09,83.3,6.1,3.7,84,Yes,Drama,Postgrad,80.0,Yes,8.0,2.13,Private Car,Mild Illness,No,Dropped,2023,Cairo,Egypt,Yes,1,2024-09-08,24,East,Public,6577,Overdue,11372,Mobile,4.2
11,Karim Hassan,17,Male,Grade 10,History,Ms. Layla,Medium,3,World and local history events,2023-10,105.0,8.4,3.4,90,Yes,Drama,Postgrad,96.0,Yes,8.0,2.13,Private Car,Mild Illness,No,Active,2021,Alexandria,Egypt,Yes,1,2024-06-06,4,South,Public,4618,Paid,16080,Laptop,4.8
11,Karim Hassan,17,Male,Grade 10,History,Ms. Layla,Medium,3,World and local history events,2023-11,93.3,5.6,3.1,72,Yes,Drama,Postgrad,72.0,Yes,8.0,2.13,Private Car,Mild Illness,No,Graduated,2018,Cairo,Egypt,Yes,2,2024-09-03,12,East,Public,2559,Overdue,17082,Laptop,1.5
11,Karim Hassan,17,Male,Grade 10,History,Ms. Layla,Medium,3,World and local history events,2023-12,96.3,6.2,5.3,90,Yes,Drama,Postgrad,80.0,Yes,8.0,2.89,Private Car,Mild Illness,No,Graduated,2020,Luxor,Egypt,Yes,2,2024-06-09,19,South,Private,7683,Pending,16641,Desktop,3.0
11,Karim Hassan,17,Male,Grade 10,Arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-09,78.3,5.8,2.0,95,Yes,Drama,Postgrad,67.0,Yes,8.0,2.13,Private Car,Mild Illness,No,Graduated,2019,Cairo,Egypt,No,1,2024-07-11,26,East,Public,2507,Pending,12093,Laptop,1.9
11,Karim Hassan,17,Male,Grade 10,Arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-10,96.3,8.4,5.0,90,Yes,Drama,Postgrad,89.0,Yes,8.0,2.13,Private Car,Mild Illness,No,Dropped,2022,Luxor,Egypt,Yes,1,2024-06-09,11,South,Private,3063,Pending,10378,Tablet,1.2
11,Karim Hassan,17,Male,Grade 10,Arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-11,98.3,5.4,6.3,79,Yes,Drama,Postgrad,79.0,Yes,8.0,2.13,Private Car,Mild Illness,No,Active,2015,Luxor,Egypt,No,2,2024-12-22,8,West,Public,4642,Overdue,3597,Mobile,2.3
11,Karim Hassan,17,Male,Grade 10,Arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-12,100.0,7.9,4.7,67,Yes,Drama,Postgrad,94.0,Yes,8.0,2.13,Private Car,Mild Illness,No,Active,2015,Giza,Egypt,No,3,2024-06-25,18,West,Public,3000,Paid,13600,Mobile,1.6
12,Laila Mostafa,16,Female,Grade 10,Math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-09,67.6,8.2,3.2,95,Yes,Sports,High School,100.0,Yes,5.0,2.86,Other,Normal,Yes,Active,2020,Mansoura,Egypt,Yes,3,2024-09-28,11,North,Private,2294,Paid,5747,Laptop,3.8
12,Laila Mostafa,16,Female,Grade 10,Math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-10,70.6,5.0,3.7,84,Yes,Sports,High School,89.0,Yes,5.0,2.86,Other,Normal,Yes,Dropped,2024,Luxor,Egypt,No,2,2024-08-12,11,East,Private,5065,Paid,15879,Desktop,3.1
12,Laila Mostafa,16,Female,Grade 10,Math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-11,74.6,6.9,5.7,87,Yes,Sports,High School,90.0,Yes,5.0,2.86,Other,Normal,Yes,Graduated,2016,Giza,Egypt,Yes,1,2024-09-16,13,South,Public,9014,Paid,15017,Laptop,1.6
12,Laila Mostafa,16,Female,Grade 10,Math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-12,78.6,7.2,4.8,-5,Yes,Sports,High School,82.0,Yes,5.0,2.86,Other,Normal,Yes,Graduated,2019,Mansoura,Egypt,No,1,2024-08-18,3,East,Public,2603,Paid,9432,Desktop,1.0
12,Laila Mostafa,16,Female,Grade 10,Science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-09,62.6,7.0,3.5,87,Yes,Sports,High School,100.0,Yes,5.0,2.86,Other,Normal,Yes,Active,2015,Luxor,Egypt,No,3,2024-11-08,12,West,Public,2322,Overdue,6725,Tablet,4.2
12,Laila Mostafa,16,Female,Grade 10,Science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-10,65.6,7.9,3.7,92,Yes,Sports,High School,86.0,Yes,5.0,2.86,Other,Normal,Yes,Graduated,2021,Luxor,Egypt,Yes,3,2024-09-13,3,East,Private,6956,Pending,12437,Mobile,1.7
12,Laila Mostafa,16,Female,Grade 10,Science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-11,77.6,5.7,5.3,98,Yes,Sports,High School,100.0,Yes,5.0,2.86,Other,Normal,Yes,Graduated,2015,Cairo,Egypt,Yes,2,2024-08-01,10,South,Private,3441,Paid,15269,Tablet,3.4
12,Laila Mostafa,16,Female,Grade 10,Science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-12,72.6,8.8,5.4,72,Yes,Sports,High School,77.0,Yes,5.0,2.86,Other,Normal,Yes,Dropped,2018,Cairo,Egypt,Yes,3,2024-08-02,27,East,Public,2098,Pending,15092,Mobile,2.3
12,Laila Mostafa,16,Female,Grade 10,English,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-09,70.6,5.1,3.7,72,Yes,Sports,High School,95.0,Yes,5.0,2.86,Other,Normal,Yes,Dropped,2023,Mansoura,Egypt,Yes,2,2024-06-25,17,South,Public,6073,Overdue,9002,Tablet,3.3
12,Laila Mostafa,16,Female,Grade 10,English,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-10,78.6,6.7,5.7,76,Yes,Sports,High School,93.0,Yes,5.0,2.86,Other,Normal,Yes,Dropped,2015,Luxor,Egypt,Yes,3,2024-06-29,22,West,Private,9488,Overdue,8131,Laptop,2.3
12,Laila Mostafa,16,Female,Grade 10,English,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-11,79.6,8.3,5.0,81,Yes,Sports,High School,89.0,Yes,5.0,2.86,Other,Normal,Yes,Dropped,2018,Alexandria,Egypt,No,3,2024-09-15,2,West,Public,4787,Paid,15261,Tablet,1.3
12,Laila Mostafa,16,Female,Grade 10,English,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-12,85.6,5.8,3.3,88,Yes,Sports,High School,87.0,Yes,5.0,2.86,Other,Normal,Yes,Active,2020,Cairo,Egypt,No,3,2024-06-08,17,West,Private,3096,Overdue,14612,Tablet,1.9
12,Laila Mostafa,16,Female,Grade 10,History,Ms. Layla,Medium,3,World and local history events,2023-09,64.6,8.9,6.5,85,Yes,Sports,High School,77.0,Yes,5.0,2.86,Other,Normal,Yes,Dropped,2020,Mansoura,Egypt,No,1,2024-05-28,16,North,Private,3208,Pending,6537,Laptop,1.8
12,Laila Mostafa,16,Female,Grade 10,History,Ms. Layla,Medium,3,World and local history events,2023-10,55.6,5.7,5.7,82,Yes,Sports,High School,67.0,Yes,5.0,2.86,Other,Normal,Yes,Graduated,2022,Luxor,Egypt,No,1,2024-06-18,2,West,Private,6988,Paid,15091,Mobile,2.7
12,Laila Mostafa,16,Female,Grade 10,History,Ms. Layla,Medium,3,World and local history events,2023-11,78.6,6.9,4.6,93,Yes,Sports,High School,98.0,Yes,5.0,2.86,Other,Normal,Yes,Active,2015,Luxor,Egypt,No,1,2024-10-11,28,East,Private,1175,Paid,4335,Mobile,3.6
12,Laila Mostafa,16,Female,Grade 10,History,Ms. Layla,Medium,3,World and local history events,2023-12,78.6,6.0,2.0,76,Yes,Sports,High School,100.0,Yes,5.0,2.86,Other,Normal,Yes,Graduated,2021,Alexandria,Egypt,No,3,2024-09-02,22,North,Private,8169,Pending,6321,Laptop,2.1
12,Laila Mostafa,16,Female,Grade 10,Arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-09,68.6,6.9,1.5,-5,Yes,Sports,High School,96.0,Yes,5.0,2.86,Other,Normal,Yes,Graduated,2015,Mansoura,Egypt,No,2,2024-05-13,20,West,Private,7014,Paid,15254,Tablet,1.0
12,Laila Mostafa,16,Female,Grade 10,Arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-10,72.6,7.0,2.2,98,Yes,Sports,High School,87.0,Yes,5.0,2.86,Other,Normal,Yes,Graduated,2021,Luxor,Egypt,Yes,2,2024-12-10,6,East,Public,2667,Paid,2559,Tablet,3.1
12,Laila Mostafa,16,Female,Grade 10,Arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-11,78.6,5.6,2.4,96,Yes,Sports,High School,90.0,Yes,5.0,2.86,Other,Normal,Yes,Dropped,2017,Cairo,Egypt,Yes,2,2024-06-05,28,East,Private,9867,Pending,2713,Tablet,3.4
12,Laila Mostafa,16,Female,Grade 10,Arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-12,79.6,6.4,6.3,82,Yes,Sports,High School,84.0,Yes,5.0,2.86,Other,Normal,Yes,Dropped,2022,Alexandria,Egypt,No,2,2024-08-09,25,East,Private,2823,Paid,6593,Desktop,4.9
13,Mohamed Salah,17,Male,Grade 10,Math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-09,92.2,8.8,4.3,85,No,Gaming,High School,99.0,No,8.0,3.72,Bus,Normal,No,Active,2017,Mansoura,Egypt,No,1,2024-05-26,29,South,Public,6147,Paid,17184,Mobile,3.4
13,Mohamed Salah,17,Male,Grade 10,Math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-10,97.2,8.9,5.2,92,No,Gaming,High School,100.0,No,8.0,2.89,Bus,Normal,No,Active,2015,Alexandria,Egypt,Yes,1,2024-07-25,10,North,Private,2356,Pending,17261,Tablet,2.9
13,Mohamed Salah,17,Male,Grade 10,Math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-11,100.0,8.3,4.1,91,No,Gaming,High School,83.0,No,8.0,3.72,Bus,Normal,No,Dropped,2022,Cairo,Egypt,Yes,3,2024-05-04,28,East,Public,4072,Overdue,2256,Mobile,3.3
13,Mohamed Salah,17,Male,Grade 10,Math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-12,100.0,6.4,3.5,78,No,Gaming,High School,94.0,No,8.0,3.72,Bus,Normal,No,Graduated,2017,Mansoura,Egypt,Yes,3,2024-12-09,10,South,Private,4259,Pending,16574,Tablet,4.7
13,Mohamed Salah,17,Male,Grade 10,Science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-09,59.2,7.4,2.7,66,No,Gaming,High School,69.0,No,8.0,3.72,Bus,Normal,No,Active,2016,Alexandria,Egypt,Yes,2,2024-07-21,8,West,Public,7199,Paid,2037,Laptop,4.3
13,Mohamed Salah,17,Male,Grade 10,Science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-10,87.2,8.8,3.0,75,No,Gaming,High School,95.0,No,8.0,3.72,Bus,Normal,No,Dropped,2015,Giza,Egypt,No,1,2024-11-08,1,East,Public,1546,Pending,12264,Laptop,2.3
13,Mohamed Salah,17,Male,Grade 10,Science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-11,83.65,7.7,4.0,75,No,Gaming,High School,81.0,No,8.0,3.72,Bus,Normal,No,Dropped,2017,Cairo,Egypt,Yes,2,2024-10-13,13,South,Private,6231,Paid,14697,Mobile,1.9
13,Mohamed Salah,17,Male,Grade 10,Science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-12,83.65,5.1,6.0,80,No,Gaming,High School,89.0,No,8.0,3.72,Bus,Normal,No,Dropped,2016,Cairo,Egypt,No,3,2024-09-04,24,East,Private,8965,Paid,10652,Mobile,2.1
13,Mohamed Salah,17,Male,Grade 10,English,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-09,74.2,5.7,3.2,85,No,Gaming,High School,69.0,No,8.0,3.72,Bus,Normal,No,Graduated,2016,Cairo,Egypt,No,3,2024-07-27,9,North,Private,3083,Pending,17930,Laptop,3.0
13,Mohamed Salah,17,Male,Grade 10,English,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-10,87.2,7.0,4.4,79,No,Gaming,High School,68.0,No,8.0,3.72,Bus,Normal,No,Dropped,2020,Giza,Egypt,No,2,2024-09-04,22,North,Private,3040,Paid,3832,Desktop,4.0
13,Mohamed Salah,17,Male,Grade 10,English,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-11,100.0,6.9,4.7,65,No,Gaming,High School,91.0,No,8.0,3.72,Bus,Normal,No,Dropped,2015,Giza,Egypt,Yes,3,2024-08-28,10,West,Public,5534,Overdue,17517,Laptop,3.0
13,Mohamed Salah,17,Male,Grade 10,English,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-12,83.65,7.8,3.8,80,No,Gaming,High School,100.0,No,8.0,3.72,Bus,Normal,No,Dropped,2016,Luxor,Egypt,Yes,2,2024-12-01,15,East,Public,2752,Paid,7167,Tablet,1.3
13,Mohamed Salah,17,Male,Grade 10,History,Ms. Layla,Medium,3,World and local history events,2023-09,87.2,6.0,4.0,68,No,Gaming,High School,87.0,No,5.0,3.72,Bus,Normal,No,Dropped,2020,Alexandria,Egypt,No,1,2024-05-22,5,South,Public,2849,Pending,2432,Desktop,3.9
13,Mohamed Salah,17,Male,Grade 10,History,Ms. Layla,Medium,3,World and local history events,2023-10,98.2,7.7,2.1,82,No,Gaming,High School,98.0,No,5.0,3.72,Bus,Normal,No,Active,2017,Luxor,Egypt,No,2,2024-09-07,22,West,Private,3642,Overdue,6151,Laptop,4.2
13,Mohamed Salah,17,Male,Grade 10,History,Ms. Layla,Medium,3,World and local history events,2023-11,93.2,6.0,4.0,67,No,Gaming,High School,96.0,No,8.0,3.72,Bus,Normal,No,Active,2018,Alexandria,Egypt,No,1,2024-05-31,16,East,Public,2600,Overdue,16912,Desktop,2.2
13,Mohamed Salah,17,Male,Grade 10,History,Ms. Layla,Medium,3,World and local history events,2023-12,98.2,8.7,2.7,75,No,Gaming,High School,85.0,No,8.0,3.72,Bus,Normal,No,Dropped,2015,Giza,Egypt,Yes,1,2024-08-27,13,West,Private,5402,Paid,8411,Desktop,3.7
13,Mohamed Salah,17,Male,Grade 10,Arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-09,98.2,5.8,2.8,105,No,Gaming,High School,100.0,No,8.0,3.72,Bus,Normal,No,Graduated,2022,Giza,Egypt,No,3,2024-05-11,22,South,Private,4799,Pending,2256,Desktop,2.7
13,Mohamed Salah,17,Male,Grade 10,Arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-10,100.0,8.4,2.9,87,No,Gaming,High School,87.0,No,8.0,3.72,Bus,Normal,No,Active,2021,Luxor,Egypt,Yes,3,2024-12-06,25,West,Public,1618,Paid,2671,Mobile,4.6
13,Mohamed Salah,17,Male,Grade 10,Arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-11,99.2,9.0,4.9,89,No,Gaming,High School,100.0,No,8.0,3.72,Bus,Normal,No,Dropped,2021,Mansoura,Egypt,No,3,2024-06-15,20,West,Private,2132,Paid,2489,Laptop,4.4
13,Mohamed Salah,17,Male,Grade 10,Arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-12,100.0,6.9,3.5,80,No,Gaming,High School,100.0,No,8.0,3.72,Bus,Normal,No,Active,2017,Luxor,Egypt,No,2,2024-08-04,18,West,Public,6491,Pending,8889,Mobile,3.1
14,Nour Ahmed,16,Female,Grade 10,Math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-09,83.65,5.9,3.4,81,Yes,Music,College,90.0,Yes,6.0,2.35,Walk,Normal,No,Active,2024,Alexandria,Egypt,No,2,2024-11-06,11,East,Private,6795,Pending,13906,Mobile,3.8
14,Nour Ahmed,16,Female,Grade 10,Math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-10,76.5,6.0,1.5,70,Yes,Music,College,92.0,Yes,6.0,2.35,Walk,Normal,No,Graduated,2024,Luxor,Egypt,Yes,3,2024-11-13,27,South,Public,8633,Paid,14603,Tablet,4.5
14,Nour Ahmed,16,Female,Grade 10,Math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-11,73.5,7.1,4.0,80,Yes,Music,College,80.0,Yes,6.0,2.35,Walk,Normal,No,Dropped,2017,Cairo,Egypt,Yes,2,2024-11-08,9,North,Private,2487,Overdue,4460,Tablet,3.0
14,Nour Ahmed,16,Female,Grade 10,Math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-12,85.5,7.3,2.8,78,Yes,Music,College,100.0,Yes,6.0,2.35,Walk,Normal,No,Dropped,2016,Alexandria,Egypt,No,3,2024-12-16,16,East,Public,8848,Paid,6529,Desktop,2.3
14,Nour Ahmed,16,Female,Grade 10,Science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-09,57.5,5.3,5.4,81,Yes,Music,College,85.0,Yes,6.0,2.35,Walk,Normal,No,Graduated,2015,Alexandria,Egypt,Yes,2,2024-05-10,2,North,Public,6009,Overdue,3975,Desktop,4.0
14,Nour Ahmed,16,Female,Grade 10,Science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-10,58.5,7.0,4.0,94,Yes,Music,College,80.0,Yes,6.0,2.35,Walk,Normal,No,Graduated,2021,Mansoura,Egypt,No,1,2024-10-15,26,North,Private,3113,Paid,5216,Tablet,1.9
14,Nour Ahmed,16,Female,Grade 10,Science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-11,72.5,7.4,3.9,72,Yes,Music,College,96.0,Yes,6.0,2.35,Walk,Normal,No,Dropped,2021,Giza,Egypt,Yes,1,2024-09-05,25,East,Private,2044,Pending,16267,Tablet,2.6
14,Nour Ahmed,16,Female,Grade 10,Science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-12,76.5,6.1,3.2,100,Yes,Music,College,96.0,Yes,6.0,2.35,Walk,Normal,No,Dropped,2016,Alexandria,Egypt,Yes,3,2024-12-24,2,East,Public,3431,Overdue,11581,Laptop,4.5
