student_id,name,age,gender,grade_level,subject_name,teacher_name,difficulty_level,hours_per_week,description,month,score,sleep_hours,study_hours,attendance_rate,internet_access,free_time_activity,parent_education,homework_completion_rate,extracurricular_activities,family_size,previous_gpa,school_transport,health_condition,tutoring,admission_year,city,country,scholarship_status,exam_attempts,teacher_experience_years,parent_income,feedback_rating,efficiency,performance_level,final_state
12,laila mostafa,16,female,grade 10,science,ms. fatima,hard,4,physics- chemistry- and biology fundamentals,11/1/2023,77.6,5.7,5.3,98,1,sports,high school,100,1,5,2.86,other,normal,1,2015,luxor,egypt,0,2,2,2559,1,0.075,good,High Performance
12,laila mostafa,16,female,grade 10,science,ms. fatima,hard,4,physics- chemistry- and biology fundamentals,12/1/2023,72.6,8.8,5.4,72,1,sports,high school,77,1,5,2.86,other,normal,1,2015,luxor,egypt,0,3,2,2559,1,0.075,good,High Performance
13,mohamed salah,17,male,grade 10,arabic,mr. omar,easy,5,language- literature- and grammar,9/1/2023,98.2,5.8,2.8,100,0,gaming,high school,100,0,8,3.72,bus,normal,0,2017,giza,egypt,0,3,10,2256,3,2.72,excellent,High Performance
13,mohamed salah,17,male,grade 10,arabic,mr. omar,easy,5,language- literature- and grammar,10/1/2023,100,8.4,2.9,87,0,gaming,high school,87,0,8,3.72,bus,normal,0,2017,giza,egypt,0,3,10,2256,3,2.72,excellent,High Performance
13,mohamed salah,17,male,grade 10,arabic,mr. omar,easy,5,language- literature- and grammar,11/1/2023,99.2,9,4.9,89,0,gaming,high school,100,0,8,3.72,bus,normal,0,2017,giza,egypt,0,3,10,2256,3,2.72,excellent,High Performance
13,mohamed salah,17,male,grade 10,arabic,mr. omar,easy,5,language- literature- and grammar,12/1/2023,100,6.9,3.5,80,0,gaming,high school,100,0,8,3.72,bus,normal,0,2017,giza,egypt,0,2,10,2256,3,2.72,excellent,High Performance
13,mohamed salah,17,male,grade 10,english,mr. john,easy,4,grammar- reading- and writing skills,9/1/2023,74.2,5.7,3.2,85,0,gaming,high school,69,0,8,3.72,bus,normal,0,2017,giza,egypt,0,3,10,2256,3,2.72,good,High Performance
13,mohamed salah,17,male,grade 10,english,mr. john,easy,4,grammar- reading- and writing skills,10/1/2023,87.2,7,4.4,79,0,gaming,high school,68,0,8,3.72,bus,normal,0,2017,giza,egypt,0,2,10,2256,3,2.72,excellent,High Performance
13,mohamed salah,17,male,grade 10,english,mr. john,easy,4,grammar- reading- and writing skills,11/1/2023,100,6.9,4.7,65,0,gaming,high school,91,0,8,3.72,bus,normal,0,2017,giza,egypt,0,3,10,2256,3,2.72,excellent,High Performance
13,mohamed salah,17,male,grade 10,english,mr. john,easy,4,grammar- reading- and writing skills,12/1/2023,83.65,7.8,3.8,80,0,gaming,high school,100,0,8,3.72,bus,normal,0,2017,giza,egypt,0,2,10,2256,3,2.72,good,High Performance
13,mohamed salah,17,male,grade 10,history,ms. layla,medium,3,world and local history events,9/1/2023,87.2,6,4,68,0,gaming,high school,87,0,8,3.72,bus,normal,0,2017,giza,egypt,0,1,10,2256,3,2.72,excellent,High Performance
13,mohamed salah,17,male,grade 10,history,ms. layla,medium,3,world and local history events,10/1/2023,98.2,7.7,2.1,82,0,gaming,high school,98,0,8,3.72,bus,normal,0,2017,giza,egypt,0,2,10,2256,3,2.72,excellent,High Performance
13,mohamed salah,17,male,grade 10,history,ms. layla,medium,3,world and local history events,11/1/2023,93.2,6,4,67,0,gaming,high school,96,0,8,3.72,bus,normal,0,2017,giza,egypt,0,1,10,2256,3,2.72,excellent,High Performance
13,mohamed salah,17,male,grade 10,history,ms. layla,medium,3,world and local history events,12/1/2023,98.2,8.7,2.7,75,0,gaming,high school,85,0,8,3.72,bus,normal,0,2017,giza,egypt,0,1,10,2256,3,2.72,excellent,High Performance
13,mohamed salah,17,male,grade 10,math,mr. ahmed,medium,5,basic mathematics concepts and algebra,9/1/2023,92.2,8.8,4.3,85,0,gaming,high school,99,0,8,3.72,bus,normal,0,2017,giza,egypt,0,1,10,2256,3,2.72,excellent,High Performance
13,mohamed salah,17,male,grade 10,math,mr. ahmed,medium,5,basic mathematics concepts and algebra,10/1/2023,97.2,8.9,5.2,92,0,gaming,high school,100,0,8,2.89,bus,normal,0,2017,giza,egypt,0,1,10,2256,3,2.72,excellent,High Performance
13,mohamed salah,17,male,grade 10,math,mr. ahmed,medium,5,basic mathematics concepts and algebra,11/1/2023,100,8.3,4.1,91,0,gaming,high school,83,0,8,3.72,bus,normal,0,2017,giza,egypt,0,3,10,2256,3,2.72,excellent,High Performance
13,mohamed salah,17,male,grade 10,math,mr. ahmed,medium,5,basic mathematics concepts and algebra,12/1/2023,100,6.4,3.5,78,0,gaming,high school,94,0,8,3.72,bus,normal,0,2017,giza,egypt,0,3,10,2256,3,2.72,excellent,High Performance
13,mohamed salah,17,male,grade 10,science,ms. fatima,hard,4,physics- chemistry- and biology fundamentals,9/1/2023,59.2,7.4,2.7,66,0,gaming,high school,69,0,8,3.72,bus,normal,0,2017,giza,egypt,0,2,10,2256,3,2.72,average,Need Help
13,mohamed salah,17,male,grade 10,science,ms. fatima,hard,4,physics- chemistry- and biology fundamentals,10/1/2023,87.2,8.8,3,75,0,gaming,high school,95,0,8,3.72,bus,normal,0,2017,giza,egypt,0,1,10,2256,3,2.72,excellent,High Performance
13,mohamed salah,17,male,grade 10,science,ms. fatima,hard,4,physics- chemistry- and biology fundamentals,11/1/2023,83.65,7.7,4,75,0,gaming,high school,81,0,8,3.72,bus,normal,0,2017,giza,egypt,0,2,10,2256,3,2.72,good,High Performance
13,mohamed salah,17,male,grade 10,science,ms. fatima,hard,4,physics- chemistry- and biology fundamentals,12/1/2023,83.65,5.1,6,80,0,gaming,high school,89,0,8,3.72,bus,normal,0,2017,giza,egypt,0,3,10,2256,3,2.72,good,High Performance
14,nour ahmed,16,female,grade 10,arabic,mr. omar,easy,5,language- literature- and grammar,9/1/2023,68.5,8.5,6.3,79,1,music,college,74,1,6,2.35,walk,normal,0,2021,alexandria,egypt,1,1,2,2045,2.6,3.2,average,Need Help
14,nour ahmed,16,female,grade 10,arabic,mr. omar,easy,5,language- literature- and grammar,10/1/2023,72.5,5.6,5,80,1,music,college,80,1,6,2.35,walk,normal,0,2021,alexandria,egypt,1,2,2,2045,2.6,3.2,good,High Performance
14,nour ahmed,16,female,grade 10,arabic,mr. omar,easy,5,language- literature- and grammar,11/1/2023,77.5,6.1,5.8,94,1,music,college,89,1,6,2.35,walk,normal,0,2021,alexandria,egypt,1,1,2,2045,2.6,3.2,good,High Performance
14,nour ahmed,16,female,grade 10,arabic,mr. omar,easy,5,language- literature- and grammar,12/1/2023,94.5,7.9,3,73,1,music,college,73,1,6,2.35,walk,normal,0,2021,alexandria,egypt,1,1,2,2045,2.6,3.2,excellent,High Performance
14,nour ahmed,16,female,grade 10,english,mr. john,easy,4,grammar- reading- and writing skills,9/1/2023,65.5,6.6,2.8,97,1,music,college,65,1,6,2.35,walk,normal,0,2021,alexandria,egypt,1,2,2,2045,2.6,3.2,average,Need Help
14,nour ahmed,16,female,grade 10,english,mr. john,easy,4,grammar- reading- and writing skills,10/1/2023,66.5,7.4,5.9,83,1,music,college,69,1,6,2.35,walk,normal,0,2021,alexandria,egypt,1,2,2,2045,2.6,3.2,average,Need Help
14,nour ahmed,16,female,grade 10,english,mr. john,easy,4,grammar- reading- and writing skills,11/1/2023,84.5,5.7,3.6,77,1,music,college,75,1,6,2.35,walk,normal,0,2021,alexandria,egypt,1,1,2,2045,2.6,3.2,good,High Performance
14,nour ahmed,16,female,grade 10,english,mr. john,easy,4,grammar- reading- and writing skills,12/1/2023,71.5,5.7,5.7,77,1,music,college,70,1,6,2.35,walk,normal,0,2021,alexandria,egypt,1,1,2,2045,2.6,3.2,good,High Performance
14,nour ahmed,16,female,grade 10,history,ms. layla,medium,3,world and local history events,9/1/2023,83.65,5.1,3,77,1,music,college,92,1,6,2.35,walk,normal,0,2021,alexandria,egypt,1,3,2,2045,2.6,3.2,good,High Performance
14,nour ahmed,16,female,grade 10,history,ms. layla,medium,3,world and local history events,10/1/2023,82.5,6.1,6.1,98,1,music,college,100,1,6,2.35,walk,normal,0,2021,alexandria,egypt,1,1,2,2045,2.6,3.2,good,High Performance
14,nour ahmed,16,female,grade 10,history,ms. layla,medium,3,world and local history events,11/1/2023,84.5,7.8,6,76,1,music,college,87,1,6,2.35,walk,normal,0,2021,alexandria,egypt,1,3,2,2045,2.6,3.2,good,High Performance
14,nour ahmed,16,female,grade 10,history,ms. layla,medium,3,world and local history events,12/1/2023,83.5,7.1,5.7,95,1,music,college,95,1,6,2.35,walk,normal,0,2021,alexandria,egypt,1,1,2,2045,2.6,3.2,good,High Performance
14,nour ahmed,16,female,grade 10,math,mr. ahmed,medium,5,basic mathematics concepts and algebra,9/1/2023,83.65,5.9,3.4,81,1,music,college,90,1,6,2.35,walk,normal,0,2021,alexandria,egypt,1,2,2,2045,2.6,3.2,good,High Performance
14,nour ahmed,16,female,grade 10,math,mr. ahmed,medium,5,basic mathematics concepts and algebra,10/1/2023,76.5,6,1.5,70,1,music,college,92,1,6,2.35,walk,normal,0,2021,alexandria,egypt,1,3,2,2045,2.6,3.2,good,High Performance
14,nour ahmed,16,female,grade 10,math,mr. ahmed,medium,5,basic mathematics concepts and algebra,11/1/2023,73.5,7.1,4,80,1,music,college,80,1,6,2.35,walk,normal,0,2021,alexandria,egypt,1,2,2,2045,2.6,3.2,good,High Performance
14,nour ahmed,16,female,grade 10,math,mr. ahmed,medium,5,basic mathematics concepts and algebra,12/1/2023,85.5,7.3,2.8,78,1,music,college,100,1,6,2.35,walk,normal,0,2021,alexandria,egypt,1,3,2,2045,2.6,3.2,excellent,High Performance
14,nour ahmed,16,female,grade 10,science,ms. fatima,hard,4,physics- chemistry- and biology fundamentals,9/1/2023,57.5,5.3,5.4,81,1,music,college,85,1,6,2.35,walk,normal,0,2021,alexandria,egypt,1,2,2,2045,2.6,3.2,average,Need Help
14,nour ahmed,16,female,grade 10,science,ms. fatima,hard,4,physics- chemistry- and biology fundamentals,10/1/2023,58.5,7,4,94,1,music,college,80,1,6,2.35,walk,normal,0,2021,alexandria,egypt,1,1,2,2045,2.6,3.2,average,Need Help
14,nour ahmed,16,female,grade 10,science,ms. fatima,hard,4,physics- chemistry- and biology fundamentals,11/1/2023,72.5,7.4,3.9,72,1,music,college,96,1,6,2.35,walk,normal,0,2021,alexandria,egypt,1,1,2,2045,2.6,3.2,good,High Performance
14,nour ahmed,16,female,grade 10,science,ms. fatima,hard,4,physics- chemistry- and biology fundamentals,12/1/2023,76.5,6.1,3.2,100,1,music,college,96,1,6,2.35,walk,normal,0,2021,alexandria,egypt,1,3,2,2045,2.6,3.2,good,High Performance
15,omar samir,17,male,grade 10,arabic,mr. omar,easy,5,language- literature- and grammar,9/1/2023,67.9,7.3,6,75,1,reading,postgrad,92,0,6,2.99,private car,mild illness,0,2021,cairo,egypt,0,1,2,2636,1.4,4.5,average,Need Help
15,omar samir,17,male,grade 10,arabic,mr. omar,easy,5,language- literature- and grammar,10/1/2023,79.9,4.9,2.7,92,1,reading,postgrad,96,0,6,2.99,private car,mild illness,0,2021,cairo,egypt,0,2,2,2636,1.4,4.5,good,High Performance
15,omar samir,17,male,grade 10,arabic,mr. omar,easy,5,language- literature- and grammar,11/1/2023,78.9,7,3.9,87,1,reading,postgrad,93,0,6,2.99,private car,mild illness,0,2021,cairo,egypt,0,1,2,2636,1.4,4.5,good,High Performance
15,omar samir,17,male,grade 10,arabic,mr. omar,easy,5,language- literature- and grammar,12/1/2023,81.9,8.2,5,74,1,reading,postgrad,90,0,6,2.99,private car,mild illness,0,2021,cairo,egypt,0,1,2,2636,1.4,4.5,good,High Performance
15,omar samir,17,male,grade 10,english,mr. john,easy,4,grammar- reading- and writing skills,9/1/2023,76.9,5.3,2.1,93,1,reading,postgrad,99,0,6,2.99,private car,mild illness,0,2021,cairo,egypt,0,3,2,2636,1.4,4.5,good,High Performance
15,omar samir,17,male,grade 10,english,mr. john,easy,4,grammar- reading- and writing skills,10/1/2023,79.9,7,5,84,1,reading,postgrad,100,0,6,2.89,private car,mild illness,0,2021,cairo,egypt,0,3,2,2636,1.4,4.5,good,High Performance
15,omar samir,17,male,grade 10,english,mr. john,easy,4,grammar- reading- and writing skills,11/1/2023,78.9,6.2,4.7,90,1,reading,postgrad,81,0,6,2.99,private car,mild illness,0,2021,cairo,egypt,0,2,2,2636,1.4,4.5,good,High Performance
15,omar samir,17,male,grade 10,english,mr. john,easy,4,grammar- reading- and writing skills,12/1/2023,87.9,6.8,3.1,99,1,reading,postgrad,100,0,6,2.99,private car,mild illness,0,2021,cairo,egypt,0,1,2,2636,1.4,4.5,excellent,High Performance
15,omar samir,17,male,grade 10,history,ms. layla,medium,3,world and local history events,9/1/2023,66.9,7.2,3.6,84,1,reading,postgrad,100,0,6,2.99,private car,mild illness,0,2021,cairo,egypt,0,3,2,2636,1.4,4.5,average,Need Help
15,omar samir,17,male,grade 10,history,ms. layla,medium,3,world and local history events,10/1/2023,66.9,7,3.6,97,1,reading,postgrad,88,0,6,2.99,private car,mild illness,0,2021,cairo,egypt,0,3,2,2636,1.4,4.5,average,High Performance
15,omar samir,17,male,grade 10,history,ms. layla,medium,3,world and local history events,11/1/2023,69.9,4.9,3.8,79,1,reading,postgrad,90,0,6,2.99,private car,mild illness,0,2021,cairo,egypt,0,2,2,2636,1.4,4.5,average,High Performance
15,omar samir,17,male,grade 10,history,ms. layla,medium,3,world and local history events,12/1/2023,73.9,6.4,3.4,90,1,reading,postgrad,79,0,6,2.99,private car,mild illness,0,2021,cairo,egypt,0,3,2,2636,1.4,4.5,good,High Performance
15,omar samir,17,male,grade 10,math,mr. ahmed,medium,5,basic mathematics concepts and algebra,9/1/2023,63.9,5.3,4.5,100,1,reading,postgrad,81,0,6,2.99,private car,mild illness,0,2021,cairo,egypt,0,3,2,2636,1.4,4.5,average,Need Help
15,omar samir,17,male,grade 10,math,mr. ahmed,medium,5,basic mathematics concepts and algebra,10/1/2023,100,5.4,4.7,96,1,reading,postgrad,94,0,6,2.99,private car,mild illness,0,2021,cairo,egypt,0,1,2,2636,1.4,4.5,excellent,High Performance
15,omar samir,17,male,grade 10,math,mr. ahmed,medium,5,basic mathematics concepts and algebra,11/1/2023,82.9,6.5,5.1,99,1,reading,postgrad,100,0,6,2.99,private car,mild illness,0,2021,cairo,egypt,0,3,2,2636,1.4,4.5,good,High Performance
15,omar samir,17,male,grade 10,math,mr. ahmed,medium,5,basic mathematics concepts and algebra,12/1/2023,76.9,5.9,4.6,92,1,reading,postgrad,84,0,6,2.99,private car,mild illness,0,2021,cairo,egypt,0,1,2,2636,1.4,4.5,good,High Performance
15,omar samir,17,male,grade 10,science,ms. fatima,hard,4,physics- chemistry- and biology fundamentals,9/1/2023,54.9,7,5.6,97,1,reading,postgrad,96,0,6,2.99,private car,mild illness,0,2021,cairo,egypt,0,1,2,2636,1.4,4.5,average,Need Help
15,omar samir,17,male,grade 10,science,ms. fatima,hard,4,physics- chemistry- and biology fundamentals,10/1/2023,49.9,8.3,2.7,90,1,reading,postgrad,81,0,6,2.99,private car,mild illness,0,2021,cairo,egypt,0,3,2,2636,1.4,4.5,weak,Need Help
15,omar samir,17,male,grade 10,science,ms. fatima,hard,4,physics- chemistry- and biology fundamentals,11/1/2023,69.9,5.3,5.5,98,1,reading,postgrad,100,0,6,2.99,private car,mild illness,0,2021,cairo,egypt,0,2,2,2636,1.4,4.5,average,High Performance
15,omar samir,17,male,grade 10,science,ms. fatima,hard,4,physics- chemistry- and biology fundamentals,12/1/2023,65.9,5.5,6.7,86,1,reading,postgrad,76,0,6,2.99,private car,mild illness,0,2021,cairo,egypt,0,3,2,2636,1.4,4.5,average,Need Help
16,fatma ali,17,female,grade 10,arabic,mr. omar,easy,5,language- literature- and grammar,9/1/2023,100,5.1,6.4,68,0,tv/social media,postgrad,85,0,7,3.37,walk,normal,1,2016,luxor,egypt,0,1,14,3509,1.5,1.554,excellent,High Performance
16,fatma ali,17,female,grade 10,arabic,mr. omar,easy,5,language- literature- and grammar,10/1/2023,100,8.7,6.2,69,0,tv/social media,postgrad,100,0,7,3.37,walk,normal,1,2016,luxor,egypt,0,1,14,3509,1.5,1.554,excellent,High Performance
16,fatma ali,17,female,grade 10,arabic,mr. omar,easy,5,language- literature- and grammar,11/1/2023,100,8.4,6.4,81,0,tv/social media,postgrad,96,0,7,3.37,walk,normal,1,2016,luxor,egypt,0,3,14,3509,1.5,1.554,excellent,High Performance
16,fatma ali,17,female,grade 10,arabic,mr. omar,easy,5,language- literature- and grammar,12/1/2023,100,5.9,4,86,0,tv/social media,postgrad,100,0,7,3.37,walk,normal,1,2016,luxor,egypt,0,2,14,3509,1.5,1.554,excellent,High Performance
16,fatma ali,17,female,grade 10,english,mr. john,easy,4,grammar- reading- and writing skills,9/1/2023,100,7.4,2.7,82,0,tv/social media,postgrad,71,0,7,3.37,walk,normal,1,2016,luxor,egypt,0,1,14,3509,1.5,1.554,excellent,High Performance
16,fatma ali,17,female,grade 10,english,mr. john,easy,4,grammar- reading- and writing skills,10/1/2023,100,8.1,5.7,90,0,tv/social media,postgrad,100,0,7,3.37,walk,normal,1,2016,luxor,egypt,0,3,14,3509,1.5,1.554,excellent,High Performance
16,fatma ali,17,female,grade 10,english,mr. john,easy,4,grammar- reading- and writing skills,11/1/2023,100,6.2,2.5,89,0,tv/social media,postgrad,98,0,7,3.37,walk,normal,1,2016,luxor,egypt,0,1,14,3509,1.5,1.554,excellent,High Performance
16,fatma ali,17,female,grade 10,english,mr. john,easy,4,grammar- reading- and writing skills,12/1/2023,100,9,4.7,100,0,tv/social media,postgrad,100,0,7,3.37,walk,normal,1,2016,luxor,egypt,0,3,14,3509,1.5,1.554,excellent,High Performance
16,fatma ali,17,female,grade 10,history,ms. layla,medium,3,world and local history events,9/1/2023,100,6,3.6,80,0,tv/social media,postgrad,100,0,7,3.37,walk,normal,1,2016,luxor,egypt,0,1,14,3509,1.5,1.554,excellent,High Performance
16,fatma ali,17,female,grade 10,history,ms. layla,medium,3,world and local history events,10/1/2023,100,7.6,5.5,69,0,tv/social media,postgrad,100,0,7,3.37,walk,normal,1,2016,luxor,egypt,0,3,14,3509,1.5,1.554,excellent,High Performance
16,fatma ali,17,female,grade 10,history,ms. layla,medium,3,world and local history events,11/1/2023,100,6.1,6,82,0,tv/social media,postgrad,87,0,7,3.37,walk,normal,1,2016,luxor,egypt,0,1,14,3509,1.5,1.554,excellent,High Performance
16,fatma ali,17,female,grade 10,history,ms. layla,medium,3,world and local history events,12/1/2023,100,5.3,6.9,75,0,tv/social media,postgrad,100,0,7,3.37,walk,normal,1,2016,luxor,egypt,0,3,14,3509,1.5,1.554,excellent,High Performance
16,fatma ali,17,female,grade 10,math,mr. ahmed,medium,5,basic mathematics concepts and algebra,9/1/2023,100,5.4,5.9,65,0,tv/social media,postgrad,73,0,7,3.37,walk,normal,1,2016,luxor,egypt,0,2,14,3509,1.5,1.554,excellent,High Performance
16,fatma ali,17,female,grade 10,math,mr. ahmed,medium,5,basic mathematics concepts and algebra,10/1/2023,100,8.5,5.5,89,0,tv/social media,postgrad,100,0,7,3.37,walk,normal,1,2016,luxor,egypt,0,3,14,3509,1.5,1.554,excellent,High Performance
16,fatma ali,17,female,grade 10,math,mr. ahmed,medium,5,basic mathematics concepts and algebra,11/1/2023,100,7.6,4.2,77,0,tv/social media,postgrad,89,0,7,3.37,walk,normal,1,2016,luxor,egypt,0,1,14,3509,1.5,1.554,excellent,High Performance
16,fatma ali,17,female,grade 10,math,mr. ahmed,medium,5,basic mathematics concepts and algebra,12/1/2023,100,6.7,5.9,95,0,tv/social media,postgrad,90,0,7,3.37,walk,normal,1,2016,luxor,egypt,0,1,14,3509,1.5,1.554,excellent,High Performance
16,fatma ali,17,female,grade 10,science,ms. fatima,hard,4,physics- chemistry- and biology fundamentals,9/1/2023,100,5.5,3.1,90,0,tv/social media,postgrad,86,0,7,3.37,walk,normal,1,2016,luxor,egypt,0,1,14,3509,1.5,1.554,excellent,High Performance
16,fatma ali,17,female,grade 10,science,ms. fatima,hard,4,physics- chemistry- and biology fundamentals,10/1/2023,100,7.1,4.2,88,0,tv/social media,postgrad,89,0,7,3.37,walk,normal,1,2016,luxor,egypt,0,1,14,3509,1.5,1.554,excellent,High Performance
16,fatma ali,17,female,grade 10,science,ms. fatima,hard,4,physics- chemistry- and biology fundamentals,11/1/2023,100,6.8,2.1,74,0,tv/social media,postgrad,88,0,7,3.37,walk,normal,1,2016,luxor,egypt,0,2,14,3509,1.5,1.554,excellent,High Performance
16,fatma ali,17,female,grade 10,science,ms. fatima,hard,4,physics- chemistry- and biology fundamentals,12/1/2023,100,6.4,3.5,80,0,tv/social media,postgrad,98,0,7,3.37,walk,normal,1,2016,luxor,egypt,0,2,14,3509,1.5,1.554,excellent,High Performance
17,peter johnson,17,male,grade 10,arabic,mr. omar,easy,5,language- literature- and grammar,9/1/2023,94.3,6.3,5.2,87,1,sports,college,83,0,3,3.63,other,mild illness,1,2015,cairo,egypt,0,2,4,2071,1.6,1.491,excellent,High Performance
17,peter johnson,17,male,grade 10,arabic,mr. omar,easy,5,language- literature- and grammar,10/1/2023,100,6.7,6.2,100,1,sports,college,100,0,3,3.63,other,mild illness,1,2015,cairo,egypt,0,1,4,2071,1.6,1.491,excellent,High Performance
17,peter johnson,17,male,grade 10,arabic,mr. omar,easy,5,language- literature- and grammar,11/1/2023,100,6,6.9,92,1,sports,college,100,0,3,3.63,other,mild illness,1,2015,cairo,egypt,0,1,4,2071,1.6,1.491,excellent,High Performance
17,peter johnson,17,male,grade 10,arabic,mr. omar,easy,5,language- literature- and grammar,12/1/2023,100,6.2,3.7,98,1,sports,college,100,0,3,3.63,other,mild illness,1,2015,cairo,egypt,0,1,4,2071,1.6,1.491,excellent,High Performance
17,peter johnson,17,male,grade 10,english,mr. john,easy,4,grammar- reading- and writing skills,9/1/2023,96.3,5.3,4.6,81,1,sports,college,96,0,3,3.63,other,mild illness,1,2015,cairo,egypt,0,1,4,2071,1.6,1.491,excellent,High Performance
17,peter johnson,17,male,grade 10,english,mr. john,easy,4,grammar- reading- and writing skills,10/1/2023,100,5.1,3.3,76,1,sports,college,100,0,3,3.63,other,mild illness,1,2015,cairo,egypt,0,2,4,2071,1.6,1.491,excellent,High Performance
17,peter johnson,17,male,grade 10,english,mr. john,easy,4,grammar- reading- and writing skills,11/1/2023,100,6.9,3.5,94,1,sports,college,92,0,3,3.63,other,mild illness,1,2015,cairo,egypt,0,2,4,2071,1.6,1.491,excellent,High Performance
17,peter johnson,17,male,grade 10,english,mr. john,easy,4,grammar- reading- and writing skills,12/1/2023,100,8.3,2.1,71,1,sports,college,100,0,3,3.63,other,mild illness,1,2015,cairo,egypt,0,1,4,2071,1.6,1.491,excellent,High Performance
17,peter johnson,17,male,grade 10,history,ms. layla,medium,3,world and local history events,9/1/2023,92.3,6.7,3.2,81,1,sports,college,89,0,3,3.63,other,mild illness,1,2015,cairo,egypt,0,3,4,2071,1.6,1.491,excellent,High Performance
17,peter johnson,17,male,grade 10,history,ms. layla,medium,3,world and local history events,10/1/2023,89.3,8.5,4.1,87,1,sports,college,90,0,3,3.63,other,mild illness,1,2015,cairo,egypt,0,3,4,2071,1.6,1.491,excellent,High Performance
17,peter johnson,17,male,grade 10,history,ms. layla,medium,3,world and local history events,11/1/2023,100,6,6.4,88,1,sports,college,91,0,3,3.63,other,mild illness,1,2015,cairo,egypt,0,1,4,2071,1.6,1.491,excellent,High Performance
17,peter johnson,17,male,grade 10,history,ms. layla,medium,3,world and local history events,12/1/2023,100,6.6,5,85,1,sports,college,98,0,3,3.63,other,mild illness,1,2015,cairo,egypt,0,3,4,2071,1.6,1.491,excellent,High Performance
17,peter johnson,17,male,grade 10,math,mr. ahmed,medium,5,basic mathematics concepts and algebra,9/1/2023,97.3,4.9,4,100,1,sports,college,93,0,3,3.63,other,mild illness,1,2015,cairo,egypt,0,3,4,2071,1.6,1.491,excellent,High Performance
17,peter johnson,17,male,grade 10,math,mr. ahmed,medium,5,basic mathematics concepts and algebra,10/1/2023,88.3,5.8,3.2,73,1,sports,college,89,0,3,3.63,other,mild illness,1,2015,cairo,egypt,0,2,4,2071,1.6,1.491,excellent,High Performance
17,peter johnson,17,male,grade 10,math,mr. ahmed,medium,5,basic mathematics concepts and algebra,11/1/2023,95.3,5,4.4,84,1,sports,college,87,0,3,3.63,other,mild illness,1,2015,cairo,egypt,0,1,4,2071,1.6,1.491,excellent,High Performance
17,peter johnson,17,male,grade 10,math,mr. ahmed,medium,5,basic mathematics concepts and algebra,12/1/2023,100,8,6.2,86,1,sports,college,100,0,3,3.63,other,mild illness,1,2015,cairo,egypt,0,3,4,2071,1.6,1.491,excellent,High Performance
17,peter johnson,17,male,grade 10,science,ms. fatima,hard,4,physics- chemistry- and biology fundamentals,9/1/2023,86.3,7.8,5.6,71,1,sports,college,95,0,3,3.63,other,mild illness,1,2015,cairo,egypt,0,3,4,2071,1.6,1.491,excellent,High Performance
17,peter johnson,17,male,grade 10,science,ms. fatima,hard,4,physics- chemistry- and biology fundamentals,10/1/2023,98.3,7.9,2.5,86,1,sports,college,100,0,3,3.63,other,mild illness,1,2015,cairo,egypt,0,3,4,2071,1.6,1.491,excellent,High Performance
17,peter johnson,17,male,grade 10,science,ms. fatima,hard,4,physics- chemistry- and biology fundamentals,11/1/2023,98.3,5.5,4.1,81,1,sports,college,95,0,3,3.63,other,mild illness,1,2015,cairo,egypt,0,2,4,2071,1.6,1.491,excellent,High Performance
17,peter johnson,17,male,grade 10,science,ms. fatima,hard,4,physics- chemistry- and biology fundamentals,12/1/2023,100,5.4,4.9,92,1,sports,college,100,0,3,3.63,other,mild illness,1,2015,cairo,egypt,0,2,4,2071,1.6,1.491,excellent,High Performance
18,salma youssef,16,female,grade 10,arabic,mr. omar,easy,5,language- literature- and grammar,9/1/2023,65.6,7.3,6.4,91,1,drama,none,87,1,4,3.36,private car,normal,0,2020,mansoura,egypt,1,2,14,4022,1.5,3.04,average,Need Help
18,salma youssef,16,female,grade 10,arabic,mr. omar,easy,5,language- literature- and grammar,10/1/2023,70.6,9,6.2,87,1,drama,none,96,1,4,3.36,private car,normal,0,2020,mansoura,egypt,1,2,14,4022,1.5,3.04,good,High Performance
18,salma youssef,16,female,grade 10,arabic,mr. omar,easy,5,language- literature- and grammar,11/1/2023,74.6,6.5,3.7,92,1,drama,none,98,1,4,3.36,private car,normal,0,2020,mansoura,egypt,1,3,14,4022,1.5,3.04,good,High Performance
18,salma youssef,16,female,grade 10,arabic,mr. omar,easy,5,language- literature- and grammar,12/1/2023,86.6,7.9,3.3,90,1,drama,none,100,1,4,3.36,private car,normal,0,2020,mansoura,egypt,1,1,14,4022,1.5,3.04,excellent,High Performance
18,salma youssef,16,female,grade 10,english,mr. john,easy,4,grammar- reading- and writing skills,9/1/2023,66.6,8.5,5.7,92,1,drama,none,91,1,4,3.36,private car,normal,0,2020,mansoura,egypt,1,3,14,4022,1.5,3.04,average,Need Help
18,salma youssef,16,female,grade 10,english,mr. john,easy,4,grammar- reading- and writing skills,10/1/2023,74.6,5.6,2.9,98,1,drama,none,99,1,4,3.36,private car,normal,0,2020,mansoura,egypt,1,3,14,4022,1.5,3.04,good,High Performance
18,salma youssef,16,female,grade 10,english,mr. john,easy,4,grammar- reading- and writing skills,11/1/2023,84.6,7.2,3.1,100,1,drama,none,100,1,4,3.36,private car,normal,0,2020,mansoura,egypt,1,3,14,4022,1.5,3.04,good,High Performance
