Student_ID,First_Name,Last_Name,Subject,Attendance (%),date,performance
S2231,Liam,Williams,Mathematics,85.78,11/13/2024,Medium
S2232,Ahmed,Williams,Mathematics,94.45,11/14/2024,Medium
S2234,Sara,Williams,Mathematics,80.42,11/14/2024,Medium
S2236,Ali,Davis,Engineering,75.16,11/14/2024,Medium
S2237,Liam,Smith,Business,88.44,11/14/2024,Medium
S2238,Ali,Smith,Business,93.88,11/14/2024,Medium
S2239,John,Brown,CS,55.19,11/14/2024,High
S2240,Ahmed,Brown,Mathematics,69.24,11/14/2024,Medium
S2241,Maria,Johnson,Business,88.81,11/14/2024,Medium
S2242,Omar,Jones,Mathematics,71.58,11/14/2024,Medium
S2243,Omar,Smith,Business,66.61,11/14/2024,Medium
S2245,Liam,Smith,Business,80.14,11/14/2024,Medium
S2246,Emma,Johnson,Business,99.99,11/14/2024,Medium
S2247,Emma,Johnson,Engineering,74.65,11/14/2024,Medium
S2248,Sara,Jones,Engineering,60.42,11/15/2024,Medium
S2250,Omar,Davis,Business,52.12,11/15/2024,High
S2251,Emma,Johnson,Mathematics,77.94,11/15/2024,Medium
S2252,Liam,Brown,Business,77.23,11/15/2024,Medium
S2253,Sara,Smith,Mathematics,60.26,11/15/2024,High
S2254,Ahmed,Williams,Mathematics,84.77,11/15/2024,Medium
S2255,Sara,Jones,Business,87.06,11/15/2024,Medium
S2256,Emma,Williams,Mathematics,62.95,11/15/2024,High
S2257,John,Brown,CS,67.2,11/15/2024,Medium
S2258,Liam,Jones,Engineering,99.52,11/15/2024,High
S2259,John,Williams,Mathematics,68.71,11/15/2024,Medium
S2260,Omar,Brown,Business,88.04,11/15/2024,Medium
S2261,John,Smith,Engineering,72.64,11/15/2024,High
S2262,Omar,Brown,CS,89.67,11/15/2024,High
S2263,Omar,Davis,Mathematics,88.45,11/16/2024,Medium
S2264,Emma,Jones,Mathematics,83.39,11/16/2024,Medium
S2265,John,Johnson,Engineering,92.74,11/16/2024,High
S2267,Maria,Williams,Business,79,11/16/2024,High
S2268,Ahmed,Jones,Engineering,61.87,11/16/2024,High
S2269,Sara,Johnson,Engineering,69.93,11/16/2024,Medium
S2270,Sara,Brown,Mathematics,87.92,11/16/2024,Medium
S2271,Emma,Johnson,CS,82.54,11/16/2024,Medium
S2272,John,Jones,CS,58.89,11/16/2024,Medium
S2273,John,Jones,CS,52.56,11/16/2024,Medium
S2274,Omar,Davis,CS,84.15,11/16/2024,Medium
S2275,Liam,Davis,Engineering,62.55,11/16/2024,High
S2276,Ali,Johnson,Engineering,74.98,11/16/2024,Medium
S2277,Omar,Brown,Mathematics,87.34,11/17/2024,Medium
S2278,Ahmed,Johnson,CS,78.13,11/17/2024,High
S2279,Maria,Jones,CS,54.17,11/17/2024,High
S2284,Omar,Smith,Mathematics,75.2,11/17/2024,Medium
S2286,Sara,Williams,Business,53.38,11/17/2024,High
S2287,Emma,Johnson,CS,58.57,11/17/2024,Medium
S2288,Maria,Davis,Engineering,99.22,11/17/2024,High
S2289,Ali,Davis,CS,73.43,11/17/2024,Medium
S2291,Ahmed,Johnson,Engineering,92.44,11/17/2024,High
S2292,Maria,Brown,Mathematics,75.58,11/17/2024,Medium
S2294,Maria,Smith,Business,59.64,11/17/2024,Medium
S2295,Sara,Johnson,CS,84.42,11/17/2024,High
S2296,John,Johnson,CS,63.62,11/17/2024,Medium
S2298,Ahmed,Brown,Mathematics,54.19,11/18/2024,Medium
S2299,Sara,Williams,Mathematics,88.66,11/18/2024,Medium
S2300,Omar,Johnson,CS,55,11/18/2024,Medium
S2301,Maria,Johnson,Business,94.06,11/18/2024,High
S2303,Emma,Smith,Business,82.72,11/18/2024,High
S2304,Sara,Davis,CS,74.38,11/18/2024,Medium
S2306,Liam,Smith,Business,82.27,11/18/2024,High
S2308,Ali,Davis,CS,52.06,11/18/2024,Medium
S2309,Maria,Williams,Engineering,95.94,11/18/2024,High
S2310,John,Davis,CS,80.45,11/18/2024,Medium
S2311,Sara,Jones,Mathematics,90.37,11/18/2024,Medium
S2312,Ali,Smith,Engineering,69.19,11/18/2024,Medium
S2314,Emma,Jones,Mathematics,93.44,11/18/2024,High
S2315,Maria,Brown,Mathematics,70.74,11/19/2024,Medium
S2317,Liam,Johnson,Mathematics,51.01,11/19/2024,Medium
S2318,Sara,Davis,Business,57.93,11/19/2024,Medium
S2319,John,Jones,Engineering,82.08,11/19/2024,Medium
S2321,John,Brown,CS,79.13,11/19/2024,Medium
S2324,Ahmed,Jones,CS,67.75,11/19/2024,Medium
S2325,Ali,Brown,Mathematics,74.78,11/19/2024,High
S2326,Ali,Davis,Mathematics,93.52,11/19/2024,Medium
S2327,Ahmed,Brown,CS,88.79,11/19/2024,High
S2328,Emma,Johnson,Engineering,54.2,11/19/2024,Medium
S2329,Ahmed,Jones,Engineering,94.52,11/19/2024,Medium
S2330,Emma,Brown,Engineering,73.59,11/19/2024,Medium
S2331,Emma,Brown,Business,87.19,11/19/2024,Medium
S2332,Omar,Smith,CS,57,11/20/2024,Medium
S2333,Liam,Brown,Mathematics,83.54,11/20/2024,Medium
S2334,Maria,Smith,Business,61.82,11/20/2024,Medium
S2335,Emma,Jones,Business,71.92,11/20/2024,Medium
S2336,John,Davis,Mathematics,50.84,11/20/2024,Medium
S2337,Emma,Davis,CS,57.58,11/20/2024,Medium
S2338,Emma,Jones,Business,54.6,11/20/2024,Medium
S2339,Emma,Jones,CS,61.99,11/20/2024,Medium
S2340,Omar,Williams,CS,55,11/20/2024,High
S2342,Omar,Brown,Mathematics,51.45,11/20/2024,Medium
S2343,Ali,Davis,CS,80.89,11/20/2024,Medium
S2345,John,Davis,Mathematics,97.26,11/20/2024,Medium
S2346,John,Smith,Mathematics,96.65,11/20/2024,Medium
S2347,Omar,Davis,Business,61.28,11/21/2024,Medium
S2349,Ahmed,Jones,Business,51.4,11/21/2024,Medium
S2350,Maria,Jones,Engineering,96.59,11/21/2024,High
S2351,Liam,Davis,Business,76.15,11/21/2024,Medium
S2352,Omar,Johnson,Mathematics,52.16,11/21/2024,High
S2353,Emma,Johnson,Business,67.12,11/21/2024,Medium
S2355,Maria,Smith,CS,69.65,11/21/2024,High
S2356,Maria,Davis,CS,83.5,11/21/2024,High
S2357,John,Jones,CS,73.49,11/21/2024,Medium
S2358,Maria,Davis,Mathematics,69.19,11/21/2024,Medium
S2360,Emma,Brown,Business,62.25,11/21/2024,Medium
S2361,Emma,Brown,Business,55.01,11/21/2024,High
S2363,Emma,Jones,Business,56.76,11/21/2024,Medium
S2364,Liam,Williams,Mathematics,79.77,11/21/2024,High
S2365,Emma,Jones,Mathematics,67.14,11/22/2024,High
S2366,John,Johnson,Engineering,61.3,11/22/2024,Medium
S2367,Emma,Williams,Business,81.97,11/22/2024,High
S2368,Ali,Jones,CS,72.85,11/22/2024,Medium
S2370,Omar,Williams,Engineering,79.64,11/22/2024,Medium
S2372,Liam,Jones,Mathematics,65.17,11/22/2024,Medium
S2373,Sara,Smith,CS,77.95,11/22/2024,High
S2374,John,Williams,CS,83.47,11/22/2024,High
S2375,Ahmed,Brown,Business,51.33,11/22/2024,High
S2376,Maria,Williams,Mathematics,73.29,11/22/2024,Medium
S2377,Ahmed,Williams,CS,52.88,11/22/2024,High
S2379,Sara,Williams,Engineering,78.03,11/22/2024,Medium
S2380,Emma,Davis,Engineering,93.31,11/22/2024,High
S2382,John,Davis,Mathematics,53.5,11/23/2024,Medium
S2383,Maria,Brown,Business,70.96,11/23/2024,Medium
S2384,Ali,Jones,Business,79.15,11/23/2024,High
S2385,Maria,Williams,CS,57.35,11/23/2024,Medium
S2386,Ali,Davis,Mathematics,88.27,11/23/2024,Medium
S2387,Maria,Davis,Business,87.21,11/23/2024,Medium
S2388,Omar,Davis,Mathematics,95.17,11/23/2024,Medium
S2389,Ali,Johnson,Business,50.42,11/23/2024,High
S2390,Sara,Smith,Engineering,60.83,11/23/2024,Medium
S2391,Emma,Brown,Engineering,91.36,11/23/2024,High
S2392,Liam,Williams,CS,83.53,11/23/2024,Medium
S2393,Emma,Johnson,Engineering,94.72,11/23/2024,Medium
S2394,Ahmed,Williams,Business,52.86,11/23/2024,Medium
S2395,Emma,Williams,CS,79.85,11/24/2024,Medium
S2396,John,Jones,CS,78.45,11/24/2024,Medium
S2397,Omar,Jones,Engineering,51.78,11/24/2024,Medium
S2398,Maria,Jones,Mathematics,75.68,11/24/2024,High
S2399,Ahmed,Johnson,Engineering,80.48,11/24/2024,High
S2400,John,Williams,Engineering,59.56,11/24/2024,High
S2401,John,Smith,CS,63.67,11/24/2024,High
S2402,Ali,Brown,Engineering,82.02,11/24/2024,Medium
S2403,Emma,Jones,Business,73.42,11/24/2024,Medium
S2405,Liam,Williams,Engineering,67.12,11/24/2024,Medium
S2407,Ahmed,Johnson,Business,99.24,11/24/2024,Medium
S2408,Omar,Johnson,Mathematics,95.56,11/24/2024,High
S2410,Maria,Williams,Mathematics,88.54,11/24/2024,Medium
S2411,Sara,Smith,Engineering,55.52,11/25/2024,Medium
S2412,Ahmed,Brown,Business,51.37,11/25/2024,Medium
S2413,Liam,Williams,CS,63.68,11/25/2024,High
S2414,Sara,Williams,CS,63.47,11/25/2024,Medium
S2415,Maria,Davis,Mathematics,90.97,11/25/2024,High
S2416,Ali,Johnson,Mathematics,85.53,11/25/2024,Medium
S2417,Omar,Brown,Mathematics,99.08,11/25/2024,High
S2418,Ahmed,Jones,Business,85.58,11/25/2024,Medium
S2419,Ali,Williams,CS,70.91,11/25/2024,High
S2420,Ali,Jones,Engineering,84.95,11/25/2024,Medium
S2425,Emma,Brown,Engineering,55.68,11/25/2024,Medium
S2427,John,Smith,CS,92.54,11/25/2024,Medium
S2428,Emma,Johnson,Business,97.72,11/25/2024,High
S2429,Omar,Brown,Engineering,60.55,11/26/2024,High
S2430,Ali,Davis,Engineering,75.2,11/26/2024,Medium
S2431,Ahmed,Smith,Engineering,84.03,11/26/2024,High
S2432,Emma,Davis,Engineering,62.37,11/26/2024,High
S2433,Maria,Williams,Mathematics,80.02,11/26/2024,Medium
S2435,Sara,Jones,Business,66.67,11/26/2024,Medium
S2436,Emma,Johnson,CS,72.08,11/26/2024,Medium
S2437,Ahmed,Williams,CS,76.46,11/26/2024,High
S2438,Liam,Davis,CS,72.47,11/26/2024,Medium
S2439,John,Johnson,Engineering,74.66,11/26/2024,Medium
S2440,Ali,Williams,Mathematics,64.93,11/26/2024,High
S2441,Sara,Jones,Mathematics,57.95,11/26/2024,High
S2442,Maria,Brown,Business,52.37,11/26/2024,High
S2443,John,Jones,CS,59.8,11/27/2024,Medium
S2444,John,Smith,Mathematics,79.1,11/27/2024,High
S2445,Ali,Williams,Business,89.31,11/27/2024,Medium
S2446,Liam,Smith,CS,58.46,11/27/2024,Medium
S2449,Maria,Johnson,Mathematics,65.26,11/27/2024,Medium
S2450,Liam,Davis,CS,97.57,11/27/2024,Medium
S2451,Ahmed,Williams,Engineering,85.72,11/27/2024,High
S2452,Liam,Smith,Engineering,66.34,11/27/2024,High
S2453,John,Brown,Mathematics,64.48,11/27/2024,High
S2454,Ali,Smith,CS,76.18,11/27/2024,Medium
S2455,Ahmed,Brown,Business,53.96,11/27/2024,Medium
S2458,Emma,Johnson,Business,88.74,11/27/2024,Medium
S2459,John,Smith,CS,75.69,11/27/2024,Medium
S2460,Ahmed,Jones,Engineering,50.53,11/28/2024,Medium
S2461,Ahmed,Davis,Business,83.68,11/28/2024,Medium
S2462,Ahmed,Davis,Mathematics,71.18,11/28/2024,Medium
S2463,John,Johnson,Engineering,75.54,11/28/2024,High
S2464,John,Brown,CS,60.71,11/28/2024,Medium
S2465,Emma,Johnson,Engineering,77.59,11/28/2024,High
S2466,Sara,Smith,Mathematics,98.96,11/28/2024,High
S2467,Emma,Williams,CS,53.67,11/28/2024,High
S2468,Maria,Williams,Mathematics,64.2,11/28/2024,Medium
S2470,Ahmed,Davis,Engineering,62.43,11/28/2024,High
S2472,Ali,Davis,Business,90.91,11/28/2024,Medium
S2473,Sara,Davis,CS,95.64,11/28/2024,Medium
S2474,Liam,Williams,CS,60.11,11/28/2024,High
S2475,Liam,Brown,Business,77.15,11/28/2024,High
S2476,Omar,Johnson,Business,81.84,11/29/2024,Medium
S2478,Emma,Jones,Mathematics,71.7,11/29/2024,High
S2479,Liam,Jones,Business,59.6,11/29/2024,Medium
S2480,John,Johnson,Mathematics,74.41,11/29/2024,High
S2483,Ali,Davis,Mathematics,88.18,11/29/2024,Medium
S2484,Omar,Johnson,Business,56.7,11/29/2024,Medium
S2485,Omar,Brown,Mathematics,54.43,11/29/2024,High
S2486,Omar,Davis,Mathematics,95.41,11/29/2024,Medium
S2487,Ali,Johnson,Mathematics,76.78,11/29/2024,Medium
S2488,Ali,Williams,CS,92.89,11/29/2024,Medium
S2490,Ali,Williams,Engineering,76.33,11/29/2024,Medium
S2491,Omar,Davis,CS,76.97,11/29/2024,Medium
S2492,Omar,Brown,CS,93.04,11/29/2024,Medium
S2494,Emma,Johnson,Engineering,62.02,11/30/2024,Medium
S2495,Ahmed,Davis,Business,70.33,11/30/2024,Medium
S2496,Liam,Smith,Business,93.29,11/30/2024,Medium
S2497,Liam,Brown,CS,96.94,11/30/2024,High
S2501,Emma,Williams,CS,52.39,11/30/2024,Medium
S2502,Emma,Jones,Mathematics,57.38,11/30/2024,High
S2503,John,Williams,Engineering,67.44,11/30/2024,Medium
S2504,Omar,Williams,Engineering,91.5,11/30/2024,High
S2505,John,Jones,CS,94.63,11/30/2024,Medium
S2506,Liam,Smith,CS,59.34,11/30/2024,High
S2508,Liam,Williams,CS,95.87,11/30/2024,Medium
S2509,Maria,Brown,CS,73.19,11/30/2024,Medium
S2510,Omar,Jones,CS,55.18,11/30/2024,Medium
S2514,Maria,Jones,Mathematics,71.93,12/1/2024,Medium
S2515,Emma,Davis,Business,50.87,12/1/2024,High
S2516,Omar,Davis,Mathematics,99.7,12/1/2024,High
S2518,Maria,Brown,Mathematics,73.68,12/1/2024,High
S2519,Ahmed,Jones,Engineering,97.73,12/1/2024,High
S2520,Emma,Brown,CS,57.79,12/1/2024,Medium
S2521,Ali,Smith,CS,59.46,12/1/2024,Medium
S2522,Ali,Smith,Mathematics,90.4,12/1/2024,Medium
S2523,Ahmed,Johnson,Business,63.04,12/1/2024,Medium
S2524,Ahmed,Davis,Engineering,89.96,12/1/2024,Medium
S2525,John,Jones,Business,63.58,12/1/2024,Medium
S2527,Ali,Davis,CS,75.85,12/1/2024,High
S2530,Emma,Johnson,Mathematics,82.06,12/1/2024,Medium
S2532,Sara,Johnson,CS,89.15,12/2/2024,Medium
S2533,Ahmed,Johnson,Business,59.04,12/2/2024,High
S2534,John,Williams,CS,90.01,12/2/2024,Medium
S2535,Sara,Brown,Business,82.09,12/2/2024,Medium
S2536,Ali,Johnson,Mathematics,83.45,12/2/2024,High
S2537,Emma,Davis,Engineering,91.61,12/2/2024,Medium
S2539,Ahmed,Brown,Engineering,73.3,12/2/2024,Medium
S2541,Omar,Brown,Business,64.9,12/2/2024,Medium
S2542,Maria,Williams,Mathematics,59.13,12/2/2024,High
S2544,Liam,Davis,Mathematics,61.69,12/2/2024,High
S2545,Maria,Smith,Mathematics,54,12/2/2024,Medium
S2546,Liam,Brown,Business,50.03,12/2/2024,Medium
S2547,Omar,Williams,Engineering,80.42,12/2/2024,Medium
S2548,Ahmed,Davis,Engineering,68.11,12/3/2024,Medium
S2549,Liam,Jones,Engineering,87.62,12/3/2024,High
S2550,Ahmed,Davis,CS,68.76,12/3/2024,Medium
S2551,Ahmed,Brown,Mathematics,74.3,12/3/2024,High
S2552,Omar,Johnson,Engineering,70.35,12/3/2024,Medium
S2553,Maria,Brown,Mathematics,82.53,12/3/2024,Medium
S2554,Maria,Smith,Business,67.81,12/3/2024,Medium
S2555,Ahmed,Brown,Business,98.19,12/3/2024,Medium
S2557,John,Jones,CS,92.4,12/3/2024,Medium
S2560,John,Johnson,Business,76.82,12/3/2024,Medium
S2561,Maria,Davis,Mathematics,87.1,12/3/2024,Medium
S2562,Maria,Brown,CS,84.81,12/3/2024,High
S2563,Sara,Johnson,CS,94.53,12/3/2024,Medium
S2564,John,Davis,Business,85.82,12/4/2024,Medium
S2565,John,Davis,Engineering,99.89,12/4/2024,High
S2568,John,Brown,CS,84.88,12/4/2024,Medium
S2569,Emma,Davis,Business,84.57,12/4/2024,Medium
S2570,Sara,Davis,Business,66.29,12/4/2024,High
S2571,Liam,Jones,CS,89.28,12/4/2024,Medium
S2572,Emma,Davis,Business,95.02,12/4/2024,High
S2573,Emma,Johnson,CS,60.93,12/4/2024,Medium
S2574,Liam,Davis,Engineering,81.27,12/4/2024,Medium
S2575,Omar,Williams,Engineering,69.61,12/4/2024,Medium
S2576,Omar,Brown,Business,99.48,12/4/2024,Medium
S2577,Sara,Brown,Engineering,73.94,12/4/2024,Medium
S2578,Emma,Davis,Engineering,61.42,12/4/2024,High
S2579,John,Smith,Mathematics,69.09,12/4/2024,Medium
S2581,Sara,Johnson,CS,53.8,12/5/2024,Medium
S2582,Ahmed,Smith,Business,80.18,12/5/2024,High
S2584,Emma,Jones,Mathematics,92.52,12/5/2024,Medium
S2586,Ali,Smith,Business,99.67,12/5/2024,Medium
S2587,Ali,Davis,CS,84.94,12/5/2024,Medium
S2588,Omar,Jones,Engineering,58.11,12/5/2024,Medium
S2589,Liam,Smith,Engineering,50.62,12/5/2024,High
S2590,Maria,Johnson,Engineering,58.56,12/5/2024,High
S2591,John,Williams,Engineering,91.91,12/5/2024,Medium
S2592,Maria,Brown,Mathematics,51.08,12/5/2024,Medium
S2593,Maria,Smith,Business,61.66,12/5/2024,Medium
S2594,Maria,Johnson,Engineering,87.87,12/5/2024,Medium
S2595,Liam,Jones,Mathematics,79.31,12/5/2024,High
S2596,Maria,Smith,Business,89.14,12/6/2024,Medium
S2597,Ahmed,Smith,CS,87.31,12/6/2024,Medium
S2599,Ahmed,Johnson,Mathematics,94.63,12/6/2024,Medium
S2600,Liam,Williams,Business,61.35,12/6/2024,Medium
S2601,Omar,Jones,Engineering,77.67,12/6/2024,High
S2602,Sara,Johnson,Business,82.21,12/6/2024,Medium
S2603,Ali,Jones,Engineering,58.43,12/6/2024,High
S2605,Omar,Brown,Engineering,74.41,12/6/2024,High
S2606,Sara,Brown,Mathematics,52.88,12/6/2024,Medium
S2607,Ali,Davis,Business,96.86,12/6/2024,High
S2608,Emma,Williams,Business,79.31,12/6/2024,Medium
S2610,Ahmed,Smith,Business,76.26,12/6/2024,Medium
S2611,Emma,Williams,Engineering,91.74,12/6/2024,Medium
S2614,Emma,Williams,Engineering,73.48,12/7/2024,Medium
S2615,John,Smith,Mathematics,53.83,12/7/2024,High
S2616,Omar,Davis,CS,85.3,12/7/2024,Medium
S2617,Ali,Jones,Mathematics,69.68,12/7/2024,Medium
S2618,Emma,Jones,Business,63.63,12/7/2024,Medium
S2619,Ahmed,Smith,CS,50.17,12/7/2024,High
S2620,Ahmed,Smith,Business,85.99,12/7/2024,Medium
S2621,Sara,Jones,Engineering,91.69,12/7/2024,Medium
S2622,Emma,Davis,Mathematics,69.75,12/7/2024,High
S2623,Maria,Williams,Business,78.21,12/7/2024,Medium
S2625,Omar,Smith,Mathematics,81.11,12/7/2024,Medium
S2626,Ali,Brown,Business,50.61,12/7/2024,Medium
S2627,Ali,Johnson,Engineering,74.43,12/7/2024,High
S2628,Omar,Davis,Mathematics,82.21,12/8/2024,Medium
S2629,Emma,Davis,Business,95.91,12/8/2024,High
S2630,Omar,Brown,Engineering,69.07,12/8/2024,High
S2631,John,Brown,Business,88.26,12/8/2024,Medium
S2632,Liam,Smith,Engineering,79.88,12/8/2024,Medium
S2637,Ahmed,Brown,Business,52.46,12/8/2024,Medium
S2638,Ali,Jones,Business,56.82,12/8/2024,Medium
S2639,Sara,Davis,Engineering,54.12,12/8/2024,High
S2640,Maria,Williams,Business,92.16,12/8/2024,High
S2641,Ali,Brown,Engineering,50.53,12/8/2024,Medium
S2642,Ahmed,Williams,Mathematics,93.08,12/8/2024,High
S2643,Sara,Jones,Business,72.56,12/8/2024,Medium
S2644,Ali,Davis,Mathematics,50.2,12/8/2024,Medium
S2645,John,Johnson,CS,70.08,12/9/2024,High
S2648,Ali,Davis,CS,83.97,12/9/2024,High
S2649,Sara,Davis,Engineering,74.38,12/9/2024,Medium
S2650,John,Smith,CS,52.03,12/9/2024,Medium
S2651,Emma,Davis,Business,82.81,12/9/2024,High
S2652,Sara,Davis,Business,92.1,12/9/2024,Medium
S2653,Omar,Williams,Mathematics,86.02,12/9/2024,High
S2654,Sara,Johnson,Engineering,91.5,12/9/2024,High
S2655,John,Williams,Business,60.03,12/9/2024,Medium
S2656,Sara,Williams,Business,94.44,12/9/2024,Medium
S2657,John,Brown,Engineering,66.11,12/9/2024,High
S2658,Ali,Smith,Engineering,50.67,12/9/2024,Medium
S2659,Liam,Williams,Mathematics,92.17,12/9/2024,Medium
S2661,John,Jones,Engineering,82.78,12/10/2024,Medium
S2663,John,Brown,Engineering,62.59,12/10/2024,Medium
S2664,John,Smith,Business,73.33,12/10/2024,High
S2666,Liam,Davis,CS,57.48,12/10/2024,Medium
S2667,Ali,Jones,Mathematics,91.3,12/10/2024,Medium
S2669,Maria,Brown,Business,90.43,12/10/2024,High
S2670,Emma,Davis,Engineering,96.01,12/10/2024,Medium
S2671,Ahmed,Brown,Engineering,71.37,12/10/2024,Medium
S2672,Liam,Jones,Engineering,68.25,12/10/2024,High
S2673,Ali,Jones,Engineering,90.11,12/10/2024,Medium
S2674,Ali,Johnson,CS,76.47,12/10/2024,High
S2675,Ahmed,Johnson,Business,84.22,12/10/2024,High
S2676,Omar,Smith,Engineering,81.14,12/10/2024,Medium
S2677,John,Brown,Business,57.64,12/10/2024,High
S2678,Emma,Brown,CS,92.24,12/11/2024,Medium
S2679,Sara,Jones,Business,59.79,12/11/2024,Medium
S2680,Maria,Smith,Business,96.61,12/11/2024,Medium
S2681,Sara,Davis,CS,62.53,12/11/2024,Medium
S2682,Ahmed,Brown,Engineering,86.69,12/11/2024,Medium
S2683,Ali,Smith,Business,64.23,12/11/2024,Medium
S2684,Omar,Smith,Mathematics,65.89,12/11/2024,Medium
S2685,Ali,Jones,Business,65.5,12/11/2024,Medium
S2686,Maria,Smith,Engineering,87.39,12/11/2024,Medium
S2687,Ali,Johnson,Mathematics,77.84,12/11/2024,Medium
S2688,Ali,Johnson,Engineering,94.15,12/11/2024,High
S2689,Maria,Williams,Business,65.37,12/11/2024,High
S2692,Maria,Williams,Engineering,57.57,12/11/2024,Medium
S2693,Omar,Johnson,CS,70.03,12/12/2024,High
S2694,Ahmed,Williams,Business,74.14,12/12/2024,High
S2695,Liam,Jones,Engineering,67.78,12/12/2024,High
S2697,Omar,Smith,Business,84.32,12/12/2024,High
S2698,Ali,Brown,Business,60.79,12/12/2024,Medium
S2699,Liam,Smith,CS,85.47,12/12/2024,Medium
S2700,Ahmed,Jones,Business,96.75,12/12/2024,High
S2701,Emma,Johnson,Business,78.26,12/12/2024,Medium
S2704,John,Smith,Mathematics,93.22,12/12/2024,Medium
S2706,John,Jones,Engineering,80.75,12/12/2024,Medium
S2707,Emma,Johnson,Mathematics,98.96,12/12/2024,Medium
S2708,Liam,Jones,CS,79.78,12/12/2024,Medium
S2709,Emma,Davis,CS,86.24,12/12/2024,Medium
S2710,Ahmed,Davis,Mathematics,72.27,12/13/2024,High
S2711,Ali,Johnson,Engineering,53.02,12/13/2024,Medium
S2712,Ahmed,Jones,Engineering,89.88,12/13/2024,Medium
S2714,Emma,Jones,Business,85.03,12/13/2024,Medium
S2715,Liam,Davis,CS,51.15,12/13/2024,Medium
S2716,Liam,Jones,Business,93.12,12/13/2024,High
S2717,John,Smith,Engineering,57.88,12/13/2024,Medium
S2718,Sara,Williams,Engineering,75.71,12/13/2024,Medium
S2720,Emma,Smith,Engineering,72.88,12/13/2024,Medium
S2722,Omar,Johnson,CS,73.39,12/13/2024,Medium
S2723,Sara,Brown,Mathematics,65.57,12/13/2024,Medium
S2724,Sara,Jones,Business,71.91,12/13/2024,Medium
S2725,Emma,Brown,CS,67.95,12/13/2024,High
S2726,Maria,Davis,CS,78.31,12/14/2024,Medium
S2727,Ali,Smith,CS,61.9,12/14/2024,High
S2728,Sara,Smith,Engineering,99.43,12/14/2024,Medium
S2729,Emma,Brown,CS,75.04,12/14/2024,High
S2730,Emma,Smith,Engineering,59.71,12/14/2024,Medium
S2731,John,Davis,CS,73.85,12/14/2024,Medium
S2732,Omar,Smith,CS,93.32,12/14/2024,Medium
S2734,Ali,Williams,Engineering,83.98,12/14/2024,Medium
S2736,Ahmed,Johnson,CS,58.48,12/14/2024,Medium
S2738,Omar,Brown,Business,68.44,12/14/2024,Medium
S2740,Liam,Jones,Engineering,91.41,12/14/2024,High
S2741,Sara,Davis,CS,81.93,12/14/2024,High
S2742,Sara,Smith,Business,94.91,12/14/2024,Medium
S2743,John,Smith,CS,81.49,12/15/2024,Medium
S2744,Emma,Williams,CS,87.04,12/15/2024,High
S2745,Sara,Davis,Business,91.82,12/15/2024,High
S2746,Maria,Brown,Engineering,52.74,12/15/2024,High
S2747,Ali,Smith,CS,88.8,12/15/2024,High
S2748,Omar,Williams,Mathematics,80.69,12/15/2024,Medium
S2749,Omar,Johnson,Engineering,53.48,12/15/2024,Medium
S2750,Maria,Davis,Business,75.43,12/15/2024,Medium
S2751,Liam,Williams,Mathematics,54.12,12/15/2024,High
S2753,Omar,Williams,Engineering,77.33,12/15/2024,High
S2754,Ahmed,Smith,Mathematics,97.68,12/15/2024,Medium
S2755,Liam,Smith,Engineering,59.16,12/15/2024,Medium
S2756,Ali,Johnson,CS,80.3,12/15/2024,Medium
S2757,Ali,Jones,Engineering,60.58,12/16/2024,Medium
S2758,Omar,Jones,Mathematics,80.7,12/16/2024,Medium
S2759,John,Jones,Engineering,86.13,12/16/2024,High
S2761,Omar,Davis,Business,90.75,12/16/2024,High
S2762,John,Johnson,Mathematics,92.68,12/16/2024,Medium
S2765,Liam,Jones,Engineering,84.36,12/16/2024,Medium
S2767,Ali,Davis,Business,59.53,12/16/2024,Medium
S2768,Omar,Smith,CS,77.64,12/16/2024,High
S2769,Ahmed,Smith,Engineering,70.37,12/16/2024,High
S2770,John,Williams,CS,69.5,12/16/2024,Medium
S2771,John,Williams,Mathematics,90.49,12/16/2024,High
S2772,Ali,Williams,Mathematics,70.38,12/16/2024,High
S2773,Maria,Smith,Engineering,51.32,12/16/2024,Medium
S2774,Omar,Jones,Business,52.9,12/16/2024,High
S2775,Liam,Williams,Mathematics,92.81,12/17/2024,High
S2776,Sara,Johnson,Business,98.03,12/17/2024,High
S2777,John,Williams,Engineering,84.42,12/17/2024,Medium
S2779,Liam,Williams,Engineering,96.93,12/17/2024,Medium
S2780,Emma,Smith,CS,83.14,12/17/2024,Medium
S2781,Liam,Davis,Engineering,92.22,12/17/2024,Medium
S2782,Liam,Williams,CS,88.29,12/17/2024,High
S2783,Emma,Davis,Engineering,68.96,12/17/2024,Medium
S2785,Liam,Johnson,Mathematics,59.31,12/17/2024,Medium
S2786,Maria,Davis,Business,64.6,12/17/2024,Medium
S2787,Maria,Jones,Engineering,88.91,12/17/2024,Medium
S2788,Ahmed,Williams,Engineering,94.7,12/17/2024,High
S2789,Emma,Brown,Engineering,86.22,12/17/2024,Medium
S2790,Ahmed,Brown,Business,73.26,12/18/2024,Medium
S2791,Emma,Davis,Mathematics,54.33,12/18/2024,Medium
S2792,Omar,Johnson,Engineering,52.85,12/18/2024,High
S2793,Omar,Smith,Business,68.72,12/18/2024,High
S2794,Liam,Williams,Engineering,73.19,12/18/2024,Medium
S2795,Sara,Brown,CS,80.46,12/18/2024,High
